experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-001,48,Y44,,bosentan,"COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1 |c:4,6,10,16,18,27,29,38,40,t:2,25,36|",2.5,COMPOUND,HUVEC,bosentan,endothelin receptor antagonist
compound-004,30,R14,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,35,M44,,indoramin,"O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1 |c:12,15,17,25,27,t:9,23|",2.5,COMPOUND,HUVEC,indoramin,adrenergic receptor antagonist
compound-001,41,E44,,florfenicol,"CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl |c:6,8,t:4|",10.0,COMPOUND,HUVEC,florfenicol,protein synthesis inhibitor
compound-001,17,H06,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,16,I29,,topiroxostat,"N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1 |c:4,6,12,17,19,t:2,9,15|",10.0,COMPOUND,HUVEC,topiroxostat,xanthine oxidase inhibitor
compound-004,31,K43,,nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C |c:7,12,18,20,t:16|",10.0,COMPOUND,HUVEC,nimodipine,calcium channel blocker
compound-003,48,AA12,,fludroxycortide,"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |a:4,9,17,20,23,25,r,t:11|",2.5,COMPOUND,HUVEC,fludroxycortide,glucocorticoid receptor agonist
compound-001,38,C30,,loxapine,"CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2 |c:10,13,19,22,24,t:8,16|",10.0,COMPOUND,HUVEC,loxapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,17,E42,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,16,Y03,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,33,P29,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,30,Z25,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,1,I29,,celecoxib,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|",10.0,COMPOUND,HUVEC,celecoxib,cyclooxygenase inhibitor
compound-001,42,F08,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,42,AB19,,methylergonovine,"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |c:19,26,t:14,17,21|",10.0,COMPOUND,HUVEC,methylergometrine,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,20,V21,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,5,W31,,nevirapine,"CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1 |c:3,5,13,15,t:1,11|",2.5,COMPOUND,HUVEC,nevirapine,non-nucleoside reverse transcriptase inhibitor
compound-001,13,Z22,,oxymetazoline,"CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C |c:7,t:1,3,11|",10.0,COMPOUND,HUVEC,oxymetazoline,adrenergic receptor agonist
compound-002,10,P12,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,19,Y21,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,31,Q28,,cobimetinib,"OC1(CN(C1)C(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1)[C@@H]1CCCCN1 |r,c:8,16,24,t:11,13,21|",2.5,COMPOUND,HUVEC,cobimetinib,MEK inhibitor
compound-001,36,O16,,levobunolol,"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O |c:12,14,t:10|",2.5,COMPOUND,HUVEC,levobunolol,adrenergic receptor antagonist
compound-003,5,AC06,,ambrisentan,"COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:8,11,19,21,26,28,t:5,17,24|",2.5,COMPOUND,HUVEC,ambrisentan,endothelin receptor antagonist
compound-003,17,G12,,erlotinib,"COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 |c:7,9,21,23,27,29,t:5,19|",2.5,COMPOUND,HUVEC,erlotinib,EGFR inhibitor
compound-004,48,AD14,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,36,Q42,,telmisartan,"CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O |c:7,9,17,19,30,32,37,39,t:3,5,13,15,28,35|",2.5,COMPOUND,HUVEC,telmisartan,angiotensin receptor antagonist
compound-001,35,E44,,golvatinib,"CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=NC=CC(OC2=CC(F)=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C2)=C1 |c:20,44,47,49,t:18,24,27,39,41|",2.5,COMPOUND,HUVEC,golvatinib,VEGFR inhibitor
compound-003,46,M18,,pitavastatin,"O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O |a:1,3,r,c:7,14,19,21,24,t:9,11,17|",2.5,COMPOUND,HUVEC,pitavastatin,HMGCR inhibitor
compound-001,29,O38,,golvatinib,"CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=NC=CC(OC2=CC(F)=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C2)=C1 |c:20,44,47,49,t:18,24,27,39,41|",2.5,COMPOUND,HUVEC,golvatinib,VEGFR inhibitor
compound-003,32,X23,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",10.0,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,48,J20,,tedizolid,"CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O |a:21,r,c:2,4,9,11,14,17,19,t:7|",2.5,COMPOUND,HUVEC,tedizolid,bacterial 50S ribosomal subunit inhibitor
compound-003,5,Z42,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",2.5,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,2,R44,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",10.0,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,32,V22,,digoxin,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C |a:1,3,5,7,10,11,14,16,17,20,22,25,27,33,35,37,40,50,53,r,t:46|",2.5,COMPOUND,HUVEC,digoxin,ATPase inhibitor
compound-003,4,L40,,gefitinib,"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1 |c:2,25,27,29,32,t:15,19,21|",2.5,COMPOUND,HUVEC,gefitinib,EGFR inhibitor
compound-001,39,AC16,,bosentan,"COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1 |c:4,6,10,16,18,27,29,38,40,t:2,25,36|",2.5,COMPOUND,HUVEC,bosentan,endothelin receptor antagonist
compound-001,15,Z43,,piketoprofen,"CC(C(=O)NC1=NC=CC(C)=C1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1 |c:7,10,15,17,24,26,t:5,13,22|",10.0,COMPOUND,HUVEC,piketoprofen,cyclooxygenase inhibitor
compound-003,22,E21,,topiroxostat,"N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1 |c:4,6,12,17,19,t:2,9,15|",10.0,COMPOUND,HUVEC,topiroxostat,xanthine oxidase inhibitor
compound-004,18,AC02,,ketoprofen,"CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1 |c:7,9,16,18,t:5,14|",2.5,COMPOUND,HUVEC,ketoprofen,cyclooxygenase inhibitor
compound-004,28,AD09,,nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C |c:7,12,18,20,t:16|",2.5,COMPOUND,HUVEC,nimodipine,calcium channel blocker
compound-001,25,T10,,phenylephrine,"[H][C@](O)(CNC)C1=CC(O)=CC=C1 |c:9,11,t:6|",10.0,COMPOUND,HUVEC,phenylephrine,adrenergic receptor agonist
compound-003,42,AE35,,tedizolid,"CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O |a:21,r,c:2,4,9,11,14,17,19,t:7|",2.5,COMPOUND,HUVEC,tedizolid,bacterial 50S ribosomal subunit inhibitor
compound-004,45,Q33,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,27,I02,,nimesulide,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|",2.5,COMPOUND,HUVEC,nimesulide,cyclooxygenase inhibitor
compound-001,43,L44,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,20,M26,,clofibric acid,"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O |c:9,t:4,6|",2.5,COMPOUND,HUVEC,clofibric-acid,PPAR receptor agonist
compound-004,27,AA14,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,26,N22,,rilpivirine,"CC1=CC(\C=C\C#N)=CC(C)=C1NC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1 |c:7,10,20,22,26,28,t:1,14,18|",10.0,COMPOUND,HUVEC,rilpivirine,non-nucleoside reverse transcriptase inhibitor
compound-001,27,Z34,,levobunolol,"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O |c:12,14,t:10|",10.0,COMPOUND,HUVEC,levobunolol,adrenergic receptor antagonist
compound-003,36,F09,,clofarabine,"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)C2=NC(Cl)=N1 |c:1,3,17,20|",10.0,COMPOUND,HUVEC,clofarabine,ribonucleotide reductase inhibitor
compound-001,45,O29,,bosentan,"COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1 |c:4,6,10,16,18,27,29,38,40,t:2,25,36|",2.5,COMPOUND,HUVEC,bosentan,endothelin receptor antagonist
compound-003,20,K47,,clofibric acid,"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O |c:9,t:4,6|",10.0,COMPOUND,HUVEC,clofibric-acid,PPAR receptor agonist
compound-001,34,H06,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,37,E38,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,28,P29,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,41,I24,,laropiprant,"CS(=O)(=O)C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O |c:7,9,19,22,t:4,14,16|",2.5,COMPOUND,HUVEC,laropiprant,prostanoid receptor antagonist
compound-004,47,J02,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,43,S27,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,43,AB24,,etravirine,"CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N |c:3,6,10,14,20,22,26,t:1,18|",10.0,COMPOUND,HUVEC,etravirine,non-nucleoside reverse transcriptase inhibitor
compound-003,36,P35,,prednisone,"C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO |a:1,15,20,r,c:13,t:9|",10.0,COMPOUND,HUVEC,prednisone,glucocorticoid receptor agonist
compound-003,18,Z30,,cinoxacin,"CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12 |t:3,10,12,18|",10.0,COMPOUND,HUVEC,cinoxacin,topoisomerase inhibitor
compound-003,27,AA41,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,30,AE47,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",10.0,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-004,29,T31,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,45,O03,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-002,5,AB21,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,16,AD27,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-002,13,G43,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,20,K39,,erlotinib,"COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 |c:7,9,21,23,27,29,t:5,19|",2.5,COMPOUND,HUVEC,erlotinib,EGFR inhibitor
compound-003,28,T40,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",10.0,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,11,E33,,hydroxyurea,NC(=O)NO,10.0,COMPOUND,HUVEC,hydroxyurea,ribonucleotide reductase inhibitor
compound-003,36,D28,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-002,5,E16,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,38,R39,,laropiprant,"CS(=O)(=O)C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O |c:7,9,19,22,t:4,14,16|",2.5,COMPOUND,HUVEC,laropiprant,prostanoid receptor antagonist
compound-003,27,AE24,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,36,D31,,fluorometholone,"C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12 |a:1,7,12,15,17,r,c:23,t:27|",2.5,COMPOUND,HUVEC,fluorometholone,glucocorticoid receptor agonist
compound-004,23,AD42,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,12,AA29,,mitoxantrone,"OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O |c:18,23,26,29,t:7,9|",10.0,COMPOUND,HUVEC,mitoxantrone,topoisomerase inhibitor
compound-003,19,R22,,fenbufen (no structure),"OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1 |c:9,11,16,18,t:7,14|",2.5,COMPOUND,HUVEC,fenbufen,cyclooxygenase inhibitor
compound-003,10,AE23,,celecoxib,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|",2.5,COMPOUND,HUVEC,celecoxib,cyclooxygenase inhibitor
compound-003,23,C39,,penciclovir,"NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 |c:5,17,t:1|",10.0,COMPOUND,HUVEC,penciclovir,DNA directed DNA polymerase inhibitor
compound-003,1,M20,,clonidine,"ClC1=CC=CC(Cl)=C1NC1=NCCN1 |c:3,6,t:1,10|",10.0,COMPOUND,HUVEC,clonidine,adrenergic receptor agonist
compound-003,27,AD08,,clofarabine,"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)C2=NC(Cl)=N1 |c:1,3,17,20|",10.0,COMPOUND,HUVEC,clofarabine,ribonucleotide reductase inhibitor
compound-004,39,R36,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,35,S37,,dronedarone,"CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12 |c:15,17,22,t:13,29,31,38|",2.5,COMPOUND,HUVEC,dronedarone,adrenergic receptor antagonist
compound-004,31,AA31,,nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C |c:7,12,18,20,t:16|",2.5,COMPOUND,HUVEC,nimodipine,calcium channel blocker
compound-003,42,F08,,homoharringtonine,"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCC[C@]24C=C1OC)C=C1OCOC1=C3 |a:5,17,18,27,r,c:19,30,41,t:35|",10.0,COMPOUND,HUVEC,homoharringtonine,protein synthesis inhibitor
compound-004,43,Z40,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,2,AD17,,linezolid,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|",2.5,COMPOUND,HUVEC,linezolid,bacterial 50S ribosomal subunit inhibitor
compound-003,46,S11,,balsalazide,"OC(=O)CCNC(=O)C1=CC=C(C=C1)N=NC1=CC(C(O)=O)=C(O)C=C1 |c:10,12,25,t:8,17,22|",10.0,COMPOUND,HUVEC,balsalazide,cyclooxygenase inhibitor
compound-004,7,H12,,scio 469,"C[C@H]1CN([C@H](C)CN1CC1=CC=C(F)C=C1)C(=O)C1=C(Cl)C=C2N(C)C=C(C(=O)C(=O)N(C)C)C2=C1 |c:15,20,37,t:10,12,23,27|",10.0,COMPOUND,HUVEC,talmapimod,p38 MAPK inhibitor
compound-001,48,AC33,,triclabendazole,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|",10.0,COMPOUND,HUVEC,triclabendazole,microtubule inhibitor
compound-003,31,AE20,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",2.5,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,31,X16,,felodipine,"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC |c:5,10,16,19,t:14|",10.0,COMPOUND,HUVEC,felodipine,calcium channel blocker
compound-004,43,AA46,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-002,14,C09,,roxithromycin,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,2.5,COMPOUND,HUVEC,roxithromycin,bacterial 50S ribosomal subunit inhibitor
compound-003,27,X23,,dacarbazine,"CN(C)\N=N\C1=C(N=CN1)C(N)=O |c:7,t:5|",10.0,COMPOUND,HUVEC,dacarbazine,DNA alkylating agent
compound-003,5,H30,,asenapine,"[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1 |c:9,12,15,17,20,23|",10.0,COMPOUND,HUVEC,asenapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,18,F44,,febuxostat,"CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N |c:7,9,15,t:5,12|",2.5,COMPOUND,HUVEC,febuxostat,xanthine oxidase inhibitor
compound-004,18,AD18,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
